review,polarity,subjectivity,cluster
the effects are so cool and i love it!,0.4875,0.625,-1
the filters are really cool and u can vlog for a youtube video on here too!,0.4375,0.65,-1
apps pretty good but it would be very good of you add some feature of saving a lens or having a section of favourite lenses cuz they keep changing all the time and i'm unable to find them.,0.33999999999999997,0.7200000000000001,-1
was really nice like over half a year ago tho.,0.21666666666666667,0.5833333333333334,-1
it just straight up closes!,0.25,0.4,-1
just love d snap filters.,0.5,0.6,-1
"i dont know what the problem is, i have a lot of free storage, my wifi is good, i dont understand the problem.",0.55,0.7000000000000001,-1
a gd app for mkng ur day memorable by tkng pics.,0.5,1.0,-1
but for text chats and watching other stories its great!,0.4375,0.5625,-1
"texting others works just fine, but when i get into the camera roll or anything else, it complety kicks me out of the app.",0.4166666666666667,0.5,-1
the filters aren't great.,0.8,0.75,-1
"snapchat is a pretty cool app that you can text your friends, and have fun with the bitmoji and filters.",0.3,0.6166666666666666,-1
i somehow look so cute in the photos i take!,0.625,1.0,-1
it's good but when we add new friends they can't see our story which we posted before adding friend so fix it.,0.41818181818181815,0.5272727272727273,-1
it's a excellent camera app.,1.0,1.0,-1
so hope you have a great day.,0.8,0.75,-1
amazing pics.,0.6000000000000001,0.9,-1
"this is intentional on the developers end, so iphone users have better quality content.",0.5,0.5,-1
very good app good filters and good ways of being able to take selfies😇.,0.7024999999999999,0.6512500000000001,-1
"i don't really know what to say but this app, its just so awesome!",0.6,0.6,-1
"but i am not able to access some of the very popular lenses like dog, flower crown etc.",0.265,0.8125,-1
"it glitches a lot for me, even on a new phone but it still works really well and is super convenient.",0.22323232323232323,0.4404040404040404,-1
this app is amazing!,0.7500000000000001,0.9,-1
this app has different effects but it very looks good so im very satisfied of this app.,0.38749999999999996,0.625,-1
"u can chat with friends,send selfies,and so much more!",0.625,0.5,-1
good thing i can log back in.,0.35,0.30000000000000004,-1
i also love how you can type syuff on the screen.,0.5,0.6,-1
"it's worked great for the most part, but some days it doesn't send my chats & i have to go thru 50 steps to get one chat to send.",0.65,0.625,-1
i think some of the glitches it has can be fixed but otherwise its an awesome way to have fun with friends and family.,0.46666666666666673,0.4666666666666666,-1
it is amazing 💛💛💛💛 i am loving it .,0.6000000000000001,0.925,-1
"i actually use snapchat more than messages, snapchat is free, with no ads, and i love it!",0.38125,0.5,-1
rlly good its easy to use and really fun.,0.4777777777777778,0.5444444444444445,-1
the best application!,1.0,0.3,-1
"it's a good place to chat take pictures it""s just likee instagram!",0.875,0.6000000000000001,-1
the filters are breathtaking.,1.0,1.0,-1
"fun to play around with for the kids when we all get together for birthdays, bbq, camping & parties.",0.3,0.2,-1
love it's how i connect with everyone back home.,0.25,0.3,-1
yet i have emails in my inbox from when i originally set it up.,0.375,0.75,-1
"it's not like i dont enjoy using snapchat, because i do.",0.4,0.5,-1
"yo,this is your first fan and i am a singer,who is ariana grande.",0.25,0.3333333333333333,-1
it's a awesome app so who ever don't have snap chat need to have it and in a hurry.,1.0,1.0,-1
i really love it and i recommend everyone to try it out.,0.5,0.6,-1
and can course take magnificent pictures and videos!,1.0,1.0,-1
snapchat captured amazing pictures.,0.6000000000000001,0.9,-1
the app was amazing but there is a problem of that the photos was save in the app not in the gallery.,0.6000000000000001,0.9,-1
doggy filter is my favorite but it most of the times doesn't appear in my phone 😑😑😑😑 .,0.5,0.75,-1
this app is so great for doing collabs on gacha life and talking to my friends!,1.0,0.75,-1
we can also send our snaps to them which is great.,0.8,0.75,-1
it's d best app to chat with frnd and family.,1.0,0.3,-1
but mostly it has ups because it allows you to have your own personal character but you have to download a separate app.,0.3666666666666667,0.6,-1
filters are great but when a send a video snap thts like 2 snaps long it wpuld take for ever to send.,0.375,0.575,-1
i use a samsung 9 and i love it you have the ability to take photos and chat with your friends!,0.625,0.6,-1
best pictures.,1.0,0.3,-1
because i find many friends and the filters a so good i have 40+ friends😍.,0.6,0.55,-1
"clearer pictures, mind blowing filters and lots more i love love love snapchat!",0.53125,0.5750000000000001,-1
this is beautiful 😍 aps.,0.85,1.0,-1
"it makes them look amazing, but suddenly it's not doing its magic anymore and the camera essentially just screenshots the viewfinder.",0.275,0.6749999999999999,-1
i lost my streak with a person of 212 and i went online filled out a form and i got my streaks back thanks snapchat for this.,0.20000000000000004,0.3666666666666667,-1
this app is amazing so great i can highly recommend the app !,0.5333333333333333,0.73,-1
was really great and easy to use until today when it auto updated.,0.6166666666666667,0.7916666666666667,-1
i like the app just that it would be better if the chats can easily be searched for example .,0.4666666666666667,0.6666666666666667,-1
chatting settings are not soo good .,0.7,0.6000000000000001,-1
it's great and can you pls.,0.8,0.75,-1
its so amazing and think god for the faces love them.,0.55,0.75,-1
snapchat is the best app ever!,1.0,0.3,-1
the filters make me look hawwwwt °for a 50 year old° i love this fun wholesome app.,0.4,0.4,-1
its really amazing😍i just liked it!,0.475,0.5,-1
iv had this app since 2016 and i love ittt!,0.625,0.6,-1
snapchat has came a long way to fix the camera very proud.,0.475,0.7,-1
very awesome app but when you facetime a friend its a little laggy and the fps is sometimes acting wierd.,0.2708333333333333,0.5,-1
this app is great for sharing and great for conversarions.,0.8,0.75,-1
i love to take selfies on snapchat.,0.5,0.6,-1
snapchat has a detailed gps that shows your street (yes even the name) it even has a detailed picture of your house with the emoji right on top of it!,0.42767857142857146,0.6339285714285714,-1
on my old phone i was able to have 2 snapchat app icons.,0.3,0.4125,-1
i love snapchat and have been a snapchat user since the app first came out.,0.375,0.4666666666666667,-1
it might not be great for other people but thats their decision.,0.3375,0.5625,-1
great for filtering photos.,0.8,0.75,-1
great job snapchat!,1.0,0.75,-1
but now it is really good.,0.7,0.6000000000000001,-1
it's good for updates and all other entertainment like streaks and subscription.,0.2875,0.48750000000000004,-1
it is a very good app and it has many stickers which we can choose and who made this is awesome person.,0.8033333333333333,0.7600000000000001,-1
i was able to get updates when i first selected it the bell but now it's gone and no notifications.,0.375,0.47916666666666663,-1
i love sc and am usually on it most of the day.,0.5,0.55,-1
i'll enjoy this app with my friends and family.,0.4,0.5,-1
still love the app.,0.5,0.6,-1
"it's fun and you can talk to your friends, it's never gets old and you and make the most memorable memories.",0.35,0.475,-1
you can post on your story to let your peeps know what you are doing and so much more!,0.625,0.5,-1
my experience was great.,0.8,0.75,-1
theres mamy filters amd manh funny ones to.,0.25,1.0,-1
it is a very interesting app to create photo.,0.65,0.65,-1
"when they change, sometimes your favorite lense disappears, and you can never find it again.",0.5,1.0,-1
when i logged in back in my id i find all my lovely snaps deleted.,0.25,0.375,-1
the filters could be better but other than that it's a great app.,0.39166666666666666,0.5416666666666666,-1
i just posted some of my stories and it shows how many ppl have viewed it and all of a sudden it shows no one has been viewed it.,0.25,0.5,-1
was working great on my s10plus until the most recent update.,0.43333333333333335,0.5,-1
but a good app.,0.7,0.6000000000000001,-1
it's so good to be able to talk to your friends and watch stories.,0.6,0.6125,-1
snapchat is a good app.,0.7,0.6000000000000001,-1
i still had so many problems.,0.5,0.5,-1
"before my photos were decent at best even in some of the worst conditions, but now it looks like i'm taking an image with a webcam from 2007 even if i'm in good lighting conditions.",0.21666666666666667,0.6416666666666666,-1
i love it it is everything your looking for.,0.5,0.6,-1
please fix this fast!,0.25,0.6,-1
love the app but keeps signing me out!,0.625,0.6,-1
it's a good aap for taking pics and finding new frnds.,0.41818181818181815,0.5272727272727273,-1
"love this app, its awsome filters are super cute and the games you can play over text are really fun,!",0.4270833333333333,0.6166666666666667,-1
"i thought we were able to do that a while ago, is it some legal issue?",0.35,0.4125,-1
i is an amazing app .,0.6000000000000001,0.9,-1
new account was then locked out for adding people to quickly?,0.23484848484848483,0.4772727272727273,-1
"great app, very helpful but developers pls work on less bright theme or something like that would be really helpful.",0.3466666666666667,0.42333333333333334,-1
"i am using this app from nov 2012 , it was mu best app i have ever used.",1.0,0.3,-1
otherwise really good.,0.7,0.6000000000000001,-1
a good app overall tho also fix a problem with the chats in a group.,0.35,0.30000000000000004,-1
"great app for communication, however, very slow and laggy for android which i thought they were going to fix?",0.205,0.635,-1
"this is a very good app, well for iphone users🙄.",0.9099999999999999,0.7800000000000001,-1
super buggy and consistently refuses to send pictures and video.,0.29166666666666663,0.4583333333333333,-1
it's great for talking to your friends and showing funny pictures without having to worry about them saving it.,0.525,0.875,-1
i find it very amusing and it definetly helped myself confidence and you meet new people of course and over all wonderfull !,0.4752272727272727,0.7272727272727273,-1
i've been using snapchat for the past 4 years and it's been a pretty great app.,0.26666666666666666,0.6666666666666666,-1
"other than that ,i love it!",0.25,0.4875,-1
this app is great but if i want to use the filters it wont let me use it.,0.8,0.75,-1
i have many streaks and i cannot send my streaks.,0.5,0.5,-1
i love this app but.,0.5,0.6,-1
"after update my app kept crashing, uninstall amd reinstall and it works great again.",0.8,0.75,-1
"also a feature to reply to snaps where it's shows their snap in the corner so that they know the conversation thread, would be a great feature!",1.0,0.75,-1
i love to click my pics by snapchate because this app is perfect for taking a beautiful pictures.,0.7833333333333333,0.8666666666666667,-1
i love the filters and you can chat with so many people this is how i met my sister so i highly recommend snapchat.,0.38666666666666666,0.5466666666666667,-1
"your beta program is full, and now i can't install it.",0.35,0.55,-1
overall the app is great.,0.4,0.375,-1
please fix asap i love da snap!,0.625,0.6,-1
"i also gave it 3 stars because, most of the time, my snap works just fine.",0.45833333333333337,0.5,-1
i love this app but it won't let me login and i change my password 10 times and it still doesnt like me login.,0.5,0.6,-1
this aop is cool and has many great features but it takes up 10% of my battery in a minute!,0.6166666666666667,0.6333333333333333,-1
please why can't we get the same quality as apple devices when we have good cameras.,0.35,0.36250000000000004,-1
you can add an option that allows us to save our favorite fliter permanently in snapchat .,0.5,1.0,-1
great app indeed.,0.8,0.75,-1
it's fine on iphone but i moved to a samsung s9 and for some reason snapchat wont allow me to video in landscape mode.,0.4166666666666667,0.5,-1
i'm pretty sure they can't do anything about it.,0.375,0.9444444444444444,-1
"i can text, call, and facetime all of my friends easily.",0.43333333333333335,0.8333333333333334,-1
"the camera quality was great until the restructuring of the android app, would like to request for visual core to be implemented again.",0.4,0.375,-1
it's good to see your delelopers are on top of thingd.,0.6,0.55,-1
brilliant!,1.0,1.0,-1
crashes too much and doesnt work properly on smart phones any more.,0.30476190476190473,0.44761904761904764,-1
i love this app but moretime chats not delete after complete 24 hr 😞😞.,0.3,0.5,-1
"whenever i turn on mobile data, snapchat takes 1 min to show the notification but most of the times i have to open app then it shows that some snaps r there.",0.25,0.5,-1
"i personally like this aap because in this aap have a cute cute emoji faces and much cute faces, like kitty and dog etc.",0.375,0.825,-1
a good change can be to spotify ads while viewing and to be able to send them.,0.6,0.6125,-1
but when it works it's fine.,0.4166666666666667,0.5,-1
"i may not be the biggest expert on using snapchat, but i do tend to have just as much fun with this as twitter.",0.3,0.2,-1
really cool and fun!,0.3625,0.42500000000000004,-1
this app is very nice i love this app.,0.64,0.8,-1
or have u gotten so many downloads now and gotten so corporate that u don't care anymore what people post here?,0.25,0.25,-1
i love the application!,0.625,0.6,-1
a really good app for communication.,0.7,0.6000000000000001,-1
"great app to text, makes thing much quicker and easier.",0.5,0.475,-1
really cool except the fact that it's really lay for android users!,0.3,0.42500000000000004,-1
i love this apps.,0.5,0.6,-1
i just have fun with snapchat.,0.3,0.2,-1
one of the best chatting apps ever.,1.0,0.3,-1
i've been chatting with my friends the whole day!,0.25,0.4,-1
"app is good, but dont know why but when i switch to front camera the screen suddenly starts appering stretched.",0.21666666666666665,0.3666666666666667,-1
love it just miss the stories you could make yourselves.,0.5,0.6,-1
my m8 took better pictures than the s10e on snapchat.,0.5,0.5,-1
love everything about it.,0.5,0.6,-1
also not having to save chats is amazing!,0.7500000000000001,0.9,-1
very very useful!,0.48750000000000004,0.0,-1
snapchat has always worked fine for me on my iphone until i switch to the galaxy s10 plus.,0.4166666666666667,0.5,-1
"so, here is my best experience using this app anywhere.",1.0,0.3,-1
"other than this, it's a good app.",0.2875,0.48750000000000004,-1
snapchat is good but.,0.7,0.6000000000000001,-1
press yes if you think snapchat is the best up.,1.0,0.3,-1
i so much love this app but it has started to close unexpectedly whenever i want to take pictures using its filters.,0.3,0.8,-1
5 stars easy!,0.5416666666666667,0.8333333333333334,-1
this app was really wonderful because this app is so cool.,0.675,0.825,-1
this is one of my fav apps i love it sooooooooo much!,0.375,0.4,-1
"best app ever created, hands down.",0.4222222222222222,0.29444444444444445,-1
i am a beautiful person.,0.85,1.0,-1
its great it allows you to connect with friends and love different personalites.,0.43333333333333335,0.65,-1
snapchat is a great app you can use 2 accounts and if you dont like some1 or know them you can remove them as a friend or even block them.,0.8,0.75,-1
"i'm sure that the new year to the right now, i have been in a while, and the rest.",0.30735930735930733,0.6263828763828764,-1
this app is so good😍 i just love it🥰.,0.5,0.6,-1
xxx remember there are gonna be haters but forget negativity its about the positive x i love snapchat !,0.42613636363636365,0.5727272727272728,-1
superb app for photo editing and filters.,1.0,1.0,-1
this app is so funny!,0.3125,1.0,-1
i typically love snapchat.,0.5,0.6,-1
love the funny snaps and filters and playing with all of them with my grandbaby!,0.40625,0.8,-1
"i know that this isn't a good reason, but new people getting the app needs to watch out for this.",0.41818181818181815,0.5272727272727273,-1
it's good but i got scratches any time i so snap and i don't comfortable with that.,0.55,0.7000000000000001,-1
they are honestly so important.,0.4,1.0,-1
"it's great, but when i go to open a snap, it doesn't let me see it.",0.4,0.625,-1
it is the best app to ft and text and has the best filters check this app out.,1.0,0.3,-1
this app is used by so many can't it get fixed.,0.3,0.35,-1
this is my favorite app.,0.5,1.0,-1
"edit: it is now working, great.",0.8,0.75,-1
"an amazing app for chatting , filters, games etc.",0.6000000000000001,0.9,-1
still getting a dozen or more people a day on my quick add that i dont know months later can not turn off quick add.,0.29166666666666663,0.375,-1
i laugh a lot when i did put the filter!,0.375,0.1,-1
attached stickers become static.,0.5,0.9,-1
the snapchat is very appropriate for me in order to take pictures.,0.65,0.65,-1
i just think they could have more filters.,0.5,0.5,-1
"i just got the latest update, and now my back camera looks zoomed in before i take the picture on the main opening screen.",0.2222222222222222,0.41111111111111115,-1
one thing that drives me nuts about this app is the quick add section.,0.3333333333333333,0.5,-1
"tell me the solution to this kindly, i cant fix it.",0.6,0.9,-1
on my sisters phone it works perfectly fine.,0.4166666666666667,0.5,-1
also you can see other people's story and see the great experiences they are in.,0.3375,0.5625,-1
i love it i really do i just also really love the dog filter.,0.39999999999999997,0.4666666666666666,-1
like can they make an update of making the phones camera quality better?,0.5,0.5,-1
i also like looking at my friends in the map and i forgot mention this but i love that big mouth filter it's so funny!,0.2708333333333333,0.5666666666666667,-1
you are able to talk with your friends .,0.5,0.625,-1
"this app is amazing, i love it and it is lit, i love the person who created the app, send love.",0.525,0.675,-1
my experience is wonderful and i will always continue to use snap.,1.0,1.0,-1
i have so many new friends from school and this app makes me talk to them more and make me know them more!,0.44034090909090906,0.48863636363636365,-1
it helps me keep up with my friends and i can see their stories that what going on lots of cool funny and great stories on my discovered page!,0.5333333333333333,0.7999999999999999,-1
i love it and i hope you will too.,0.5,0.6,-1
"also a nice place to make new friends, have snapstreak and many more.",0.4340909090909091,0.6136363636363636,-1
indicate that there are many active members of discord but also many new members.,0.25075757575757573,0.5136363636363637,-1
you should make more but different 💞💞💞✌️✌️🔥🔥💥💥💯💯.,0.25,0.55,-1
the filters are fun and you get to keep in touch with friends and family by texting them.,0.3,0.2,-1
very good reliable source to text friends family.,0.9099999999999999,0.7800000000000001,-1
even more buggy than before.,0.5,0.5,-1
this feels like a huge oversight.,0.4000000000000001,0.9,-1
great snapcht is bomb.,0.8,0.75,-1
it is a great way to get a hold of my friends whenever i need it.,0.8,0.75,-1
🧡🧡 but most of the lens are for girls.,0.5,0.5,-1
"it's pretty great for those who posts their pictures like regularly, and even though i just woke up, my pictures look crazy like its so beautiful!",0.29000000000000004,0.7453846153846154,-1
it cools lol very intersting because ethe filters so yeah.,0.5,0.5,-1
"fortunately, it was restored after contacting support each time.",0.4,0.7,-1
really excellent but my main problem with the new update is the messaging?,0.4343434343434344,0.5959595959595959,-1
"this is a very cool app, i love it.",0.4775,0.7225,-1
the app was going great.,0.8,0.75,-1
it gives me like a makeup effect everytime i try some kind of filter that's not my real face.,0.4,0.6000000000000001,-1
"removed the cat face, some filters don't work or don't focus right.",0.2857142857142857,0.5357142857142857,-1
"no use at all , msg delete system is useful at times with particular person.",0.23333333333333334,0.16666666666666666,-1
"but snapchat is incredibly laggy, it is only on snap too.",0.45,0.95,-1
not showing accurate snapscore of friends.,0.4000000000000001,0.6333333333333334,-1
then i couldn't get in my own account.,0.6,1.0,-1
love it it's filters and bug improvement are super shway.,0.41666666666666663,0.6333333333333333,-1
good job snapchat inc. on making a successful app.,0.725,0.775,-1
and my favorite filter is the heart crown but the thing is filters can be saved.,0.5,1.0,-1
i love it if talk to my friend on here and it is the most perfect app for someone younger!,0.5,0.525,-1
nice and impressed by the lens.,0.8,1.0,-1
do you think this is an adequate google play review of snapchat?,0.3333333333333333,0.3333333333333333,-1
really fun and useful.,0.3,0.1,-1
"it's good, although notifications sometimes come in even when i receive nothing.",0.7,0.6000000000000001,-1
it's good but with everyone with a yolo.,0.7,0.6000000000000001,-1
great app.,0.8,0.75,-1
"like with my phone, huawei y5 2018, it's really lagg for some reason!",0.25,0.2,-1
it's very nice and it has many features just loved it nice creativity love #taking snaps!,0.641,0.78,-1
this is very helpful and good app .,0.44999999999999996,0.45000000000000007,-1
thanks to create a great app.,0.5,0.475,-1
"great way to keep up with all my friends, especially the ones that moved away after high school!",0.3333333333333333,0.7633333333333333,-1
this app is very amazing and good snap.,0.74,0.8,-1
i can send snaps easily and have streaks.,0.43333333333333335,0.8333333333333334,-1
it's the best to talk to your friends and the calls work even out of the app!,1.0,0.3,-1
the video calling system and the chat systems are great.,0.8,0.75,-1
love the app but snap isn't available on amazon fire tablet.,0.45,0.5,-1
but try to convert this app offline and want more filter for photos.,0.5,0.5,-1
i love being able to message people .,0.5,0.6125,-1
"the audio repeat is garbage, my story glitches when i view it and after i installed the latest update, i cant even upload an mp4 to my story.",0.5,0.9,-1
but you can still have fun no matter what .,0.3,0.2,-1
fun app love it.,0.4,0.4,-1
it's great but my messages always re send after i send them once.,0.8,0.75,-1
i have my personal account and my youtube one so having 2 icons is a huge help.,0.20000000000000004,0.6,-1
cannot wait for this to be bought out by facebook one day so they can do your jobs right.,0.2857142857142857,0.5357142857142857,-1
and i would love to be in the beta review.,0.5,0.6,-1
"this is a great app, but i dislike how some days lenses go away and new ones come.",0.4681818181818182,0.6022727272727273,-1
well its really nice but.,0.6,1.0,-1
i enjoy this app.,0.4,0.5,-1
"it's a pretty cool app, but now everytime an update comes along, it stays at %56 updated.",0.3,0.825,-1
i would like nothing more than to actually do so.,0.25,0.3,-1
all celebrities use this app and it's pic quality is best.,1.0,0.3,-1
me and my friend love it .,0.5,0.6,-1
literally i used to love snap but now it's so buggy i can't even send vids anymore.,0.5,0.6,-1
very nice app .,0.78,1.0,-1
theres no doubt that its a really good app.,0.7,0.6000000000000001,-1
i have this app since 6th great and i really love it i didn't know how it's supposed to work but nowadays i do.,0.65,0.675,-1
works great!,1.0,0.75,-1
nice but dosent work alottt!,0.75,1.0,-1
"i love it very so much because amazing in the snapchat but sooo cool and my friends, have fun with emoji same my face is pretty!",0.33178571428571424,0.5335714285714286,-1
it's not my phone because everything else works fine.,0.4166666666666667,0.5,-1
why was that filter that adds date removed i love that one.,0.5,0.6,-1
it's very good and the pictures amd videos are very nice.,0.845,0.8900000000000001,-1
i love snapchat for it's amazing and new features.,0.4121212121212121,0.6515151515151515,-1
it will record sound but the picture freezes.,0.4,0.4,-1
it also has a 3 second delay when i take a picture or video and i miss a good moment.,0.35,0.30000000000000004,-1
"when i view their story, i was able to see the bell icon at the upper right corner but now i cannot.",0.2619047619047619,0.38690476190476186,-1
everything else works perfectly fine.,0.4166666666666667,0.5,-1
"i love this, id i don't have one of my friends numbers i can look for her username tgen add her as friend.",0.5,0.6,-1
"i know you're probably gonna say no for security reasons, but there are people who would love to change their username instead of having to change their account.",0.5,0.6,-1
the latest update is trash.,0.5,0.9,-1
it looks real good please add it!,1.0,0.9000000000000001,-1
yet it is still a really enjoyable app and great for socalizing.,0.65,0.675,-1
its a good way to chat and is fun to take photos!,0.5375,0.4,-1
snap chat camera continuously shut me out and it makes this shuttering sound when doing so.,0.4,0.4,-1
"bug, when i save conversation that has more than 3 lines of text it will put all words in one line and i can't read anything.",0.5,0.5,-1
good- most of the time.,0.6,0.55,-1
"please for the love of god let me disable the ""x is typing"" notification.",0.5,0.6,-1
it's free to download the app and free to send messages using it.,0.4,0.8,-1
for some reason it's not letting me log into my account even though i did it right.,0.2857142857142857,0.5357142857142857,-1
the november 5 update kinda gave it more bugs.,0.5,0.5,-1
but on the lg v40 the camera is super blurred and out of focus in the app.,0.3333333333333333,0.6666666666666666,-1
stable for the most part.,0.5,0.5,-1
too many other great apps out there.,0.39166666666666666,0.5416666666666666,-1
i'm deleting and looking for something better.,0.5,0.5,-1
please add more costumes for bitmoji.,0.5,0.5,-1
really nice quality and mwah!,0.75,1.0,-1
its usually pretty great but it kinda eats my notifications.,0.525,0.875,-1
if it would be updated with active status it would amazing.,0.2333333333333334,0.75,-1
omg this is by far my favorite social media platform.,0.2111111111111111,0.688888888888889,-1
"it's more along the lines of a less-advanced, child-friendly app.",0.5,0.5,-1
update: nov 19 - most issues have been corrected.,0.5,0.5,-1
totally safe zone.,0.5,0.5,-1
"i don't understand, i'm not against gay community but don't need to see such ads.",0.20833333333333334,0.5416666666666667,0
why are you showing me gay app ads.,0.4166666666666667,0.5833333333333334,0
the first one.,0.25,0.3333333333333333,1
the first time in the morning.,0.25,0.3333333333333333,1
i also love how when it's your birthday people will know by your bitmoji or your snap!,0.625,0.6,2
the filters are great and they remember your birthday so that's great!,0.9,0.75,2
"the app is fine, i like the update on it, just wishing we get night mode on it so our eyes don't burn when we open it at night.",0.20833333333333334,0.5,3
snapchat is great but it needs dark mode as soon as possible!,0.21666666666666667,0.7166666666666667,3
can always find a way to smile or make someone else smile!,0.3375,0.1,4
the different different faces makes your face charming or sometimes funny.,0.2375,0.8,4
i've reached out to support more than one time on the same issue and have never gotten a response.,0.25,0.3125,5
i've reported it many times and nothing.,0.5,0.5,5
"it was working fine in every regard, but then suddenly the pictures started looking grainy.",0.20833333333333334,0.5,6
takes amazing pictures but still needs improvement.,0.6000000000000001,0.9,6
"for some odd reason i haven't been able to use the filters, i wouldn't know if it's my device, since before its been working perfectly!",0.4444444444444445,0.625,7
i don't get the latest filters on time.,0.5,0.9,7
that's the issue i'm facing right now.,0.2857142857142857,0.5357142857142857,8
i've never faced such kind of problem.,0.3,0.7,8
"okay, so where do i start?",0.5,0.5,9
"okay, what the hell is going on?",0.5,0.5,9
not quite sure why is it happening!,0.625,0.8888888888888888,9
this was a great application in the past now you get advertising every 2 seconds.,0.275,0.5,10
"i'd give more stars, but this is the second time this has happened to me this year.",0.25,0.25,10
"before the last 2 updates, it was fine.",0.20833333333333334,0.2833333333333333,10
love the app but i have one problem and if you fix i'll 5 star.,0.5,0.6,11
"however, when it was not glitchy it was a very good app and i would have gave it a 5 star.",0.9099999999999999,0.7800000000000001,11
i'd rate snapchat 5 stars if they could do more for android users.,0.5,0.5,11
