review,polarity,subjectivity,cluster
"best app for clicking photos, just the thingis sometimes the filters change and you don't the old one which u like",0.55,0.25,18
i am happy to join with u,0.8,1.0,19
i love jt gives u an option wether or not to have ur locatiin on or not,0.5,0.6,19
"for some reason you can't save your stories anymore, while texting people you can' italicize, bold or underline text, and you can't see who opened your snap in a group",0.3333333333333333,0.6666666666666666,20
it was ok a couple month ago but ever since the one update it now doesn't let samsung users to @ somebody on their story and give that person the notification,0.5,0.5,20
"it also doesn't always let me type whenever i want to add text to a photo, to be more specific it won't bring up my keyboard",0.25,0.3125,20
"in addition, for my samsung s7 i can't loading snaps i get sent, can't add someones snapchat so easily & can't boomerang",0.43333333333333335,0.8333333333333334,20
"it was great, until all my photos got deleted as i tried to move them to my eyes only, they are not anywhere on my phone",0.4,0.875,20
and there are so many fillters and games,0.5,0.5,21
nd more games should be added,0.5,0.5,21
love how they added games but they should add more ones,0.5,0.55,21
you added edit profile name of chats but it still shows their original name,0.375,0.75,22
please change your icon to original one ,0.375,0.75,22
really hope they fix this bug soon because it's becoming a nuisance,0.325,0.525,23
it would be happy if there is any rectification for this problem ☺️,0.8,1.0,23
can you fix this problem for me please? that would be wonderful! hope you can fix this problem! <3,1.0,1.0,23
"i love this up, so i really hope this issue gets resolved soon!!!",0.4453125,0.4,23
i seen many people have this problem & it would be nice if it got resolved,0.55,0.75,23
press yes if you think snapchat is the best up,1.0,0.3,24
"love snapchat, but",0.5,0.6,24
other than that i love snapchat :),0.2916666666666667,0.6583333333333333,24
"i love it, but tik tok is taking over! snapchat is better the anything",0.5625,0.55,24
i just love snapchat,0.5,0.6,24
that's why i love snapchat!!!!!,1.0,0.6,24
i absolutely love snapchat,0.5,0.6,24
i love snapchat and what it's about,0.5,0.6,24
i love snapchat,0.5,0.6,24
but besides that i love snapchat!,0.625,0.6,24
i love snapchat!it works great!,0.75,0.675,24
"the app is great, however l did take notice of the performance difference on android os based devices e",0.8,0.75,25
i have an android i noticed that there seems to be more problems on androids vs,0.5,0.5,25
"unfortunately, this experience has not been as pleasant please try and upgrade the quality of entertainment enjoyed by android users!",0.2861111111111111,0.888888888888889,25
"my privacy is maintained no download option of snaps if anyone takes screenshot it notifies me,but it gives heart tag on chat row as visitor of my phone can easily catch frequent contacted person",0.26666666666666666,0.5666666666666667,26
good app but one problem only names showing in contact sync but contact not showing,0.35,0.8,26
amazing app for chatting with friends but always be careful you never know what can happen,0.25000000000000006,0.95,26
i have updated my phone many times,0.5,0.5,27
this is a really good social platform however it does require frequent updates,0.27777777777777773,0.32222222222222224,27
it's good for us and good for our pictures but it need a lot of update,0.7,0.6000000000000001,27
when this app is downloading it take lots of time to be 1percent but this app is very nice,0.78,1.0,28
this is a great app but sometimes it wont let me swip and it get anoing but the app has great filters,0.8,0.75,28
this is a great app but sometimes the filters won't show up but i don't really mind because it doesn't happen a lot it is a great way to communicate when you don't have minutes you should get this app,0.6,0.5666666666666667,28
"it's a nice app but you can put more emojies in it because very few emojies are there, but they are really good",0.385,0.5575,28
there also many graphical glitches with the app,0.5,0.5,29
too many glitches,0.5,0.5,29
either it uploads out of order or it loops the first part repeatedly,0.25,0.3333333333333333,29
"when you are android user, you are always freakin worried when will i get that latest update as equal and in comparison to ios updates and features",0.25,0.575,30
"it was working fine, until they released an update that says it optimized it for android and then i've been having a ton of problems",0.4166666666666667,0.5,30
it is the best but when i try to download it again it will get to 100 and then it will say installing but it says that i have to install it again so please fix it,1.0,0.3,30
"snapchat keeps crashing on my camon 11, i have uninstalled and installed again but it keeps giving me the ""snapchat has stopped bug"" please fix this then i'll rate you better, thank you",0.5,0.5,30
"it is my favorite app, i use it a million times more than any other app",0.2916666666666667,0.625,31
it's a very good app i have thousands picture,0.9099999999999999,0.7800000000000001,31
"this app is completely made for getting data, honestly can't beleive how it has so many downloads",0.39999999999999997,0.6,31
"i love this app, its the most used app i have",0.5,0.55,31
its my most used social media app,0.26666666666666666,0.2833333333333333,31
snap is amazing! but the only problem is just add send to all feature!,0.37500000000000006,0.95,32
"well, let me be the first to complain?! i see why ppl switch to instastories",0.3125,0.3333333333333333,32
""" please, let me read the snap first",0.25,0.3333333333333333,32
love it so much a bit glitchy ,0.35,0.4,33
really its amazing even though sometimes it has its little bugs and glitches,0.2041666666666667,0.5333333333333333,33
sort of glitchy but its da best,1.0,0.3,33
its glitchy at times but i love it,0.5,0.6,33
good but lags and glitches a fare few times,0.24999999999999997,0.35000000000000003,33
good but it glitches sometimes,0.7,0.6000000000000001,33
it's awesome but it glitches sometimes,1.0,1.0,33
i like this app but can you guys add more face mask those are my favorite filters,0.5,0.75,34
sometimes it be acting up but otherwise it's a great app and i love the filters,0.43333333333333335,0.45,34
lot of fun nd nice pack of filters to make ur pictures cool 😎,0.4166666666666667,0.6166666666666667,34
this is best to make your picture wonder i love this app nd filters also,0.75,0.44999999999999996,34
it's a good app i like the filters they are fun to play around with,0.5,0.4,34
filters are also good luvv this app,0.7,0.6000000000000001,34
"this app is really great, it is a little glitchy for me but really good! i like the filters and its fun to use to talk to people!",0.465625,0.5125000000000001,34
it be cool if there was a feature where you could send a pic to everyone,0.35,0.65,35
it is perfect but it could be more perfect if you added a sign where we can see if somebody is online or not,0.8333333333333334,0.8333333333333334,35
could be the best if added some features inspired from instagram,1.0,0.3,35
"i feel like in my in opinon that it would make snapchat a bit cool, and give people more options to make the character  look like them more",0.45,0.5499999999999999,35
"however, it would be nice for android users to be able to search through the community lenses",0.55,0.8125,35
"its better you don't lie about the portrait mode because i have updated my snap chat and it's still showing grid and timer mode ,now were can i find the portrait mode",0.5,0.5,36
it's great but there is an update and now i can't login to snap chat if i try it will go to homescreen,0.8,0.75,36
"cool, but please don't take my live stickers away when theres a new update",0.20757575757575755,0.5348484848484848,36
"works good, but everytime someone adds me, i get the notification but can't add them back",0.35,0.30000000000000004,36
needs a way to keep people you want at the top without having to send them messages,0.5,0.5,37
love the snaps on chat no one but your destinatary can see them,0.5,0.6,37
just wish i could replay all of the snaps as many times as i wanted,0.5,0.5,38
amazing app but just it needs more custom opinions and a reason to keep streaks and would love dark mode,0.36250000000000004,0.6,38
"i love it, i don't get out much but my girls send me snaps of my grandkids that means more to me than they know",0.39999999999999997,0.43333333333333335,39
i really love it but it also makes you get points my daughter is always sad because she has to collect points or else she will seem like a noob but good app :>,0.3,0.8,39
very good apart from the fact that i can't find a way to turn the camera around so i can take selfies,0.9099999999999999,0.7800000000000001,40
great app but wont let me take photos of myself,0.8,0.75,40
$500 on a phone and not even able to use snapchat for pictures!,0.625,0.625,40
"this app is good, but why can't i save any photo or video to my gallery",0.7,0.6000000000000001,40
"best app to text,snap 🤩",1.0,0.3,41
i can text people i need to text on this app my opinion is it's the best app that ever made so far 🙂🙂🙂🙂🙂,0.55,0.65,41
very good app love how i can text people on it,0.705,0.6900000000000001,41
i love this app i been useing this app for 16 months omgg i love it and the best part about it is cause when someone text u it pops up the best,0.75,0.45,41
this is a verry good app its probs is the best texting and taking selfies app,0.85,0.45000000000000007,41
this app is the best you can text and snap i love it so much i use it all the time,0.5666666666666667,0.36666666666666664,41
i can text my friend when ever i want and this app is really good,0.7,0.6000000000000001,41
i can't see what i am typing when making comments since the latest upgrade! 😶,0.625,0.9,42
i've updated to the latest update and it's still not allowing me to use the voice filters,0.5,0.9,42
its ok but i updated it today and i still dont have tge pastel colours,0.5,0.5,42
"it's been a week i can't send snaps just texts , and i did the latest update i don't know what's the problem",0.5,0.9,42
it is sooo fun and the snap faces are so funny,0.275,0.6,43
its good and all but there snap are way to much,0.44999999999999996,0.4,43
its awesome! you can talk to your friends and post storys and yu can deny any creepy peoples add request,0.25,1.0,44
i can easily send stories and snaps to my friends but not messages,0.43333333333333335,0.8333333333333334,44
i love snap chat it let's you contact your friends without having there actual phone number,0.25,0.35,44
great picture and no problem all tall,0.8,0.75,45
its great and reliable,0.8,0.75,45
my version is the most up to date,0.5,0.5,45
"it seems like every update about fixing bugs tends to create bugs, get it right ffs",0.2857142857142857,0.5357142857142857,46
it's an application with a good concept but it just has way too much junk in it,0.44999999999999996,0.4,46
y'all removing the nice filters and it has problems at times,0.6,1.0,47
i used to love the dog filter but its gone now plz fix this problem,0.5,0.6,47
the filters are nice but sometimes the ones i like are gone,0.6,1.0,47
its video its rather slower than the actual movements please fix this up for better performance,0.25,0.3,48
"very fun to use with great features, but its performance has greatly slowed and is unbearable when videocalling",0.6633333333333333,0.5866666666666667,48
"picture quality is mediocre at best, and you have to do like 2 or 3 test records just so you can get a decent frame rate",0.2222222222222222,0.6555555555555556,48
i was in love with that filter who has pink ears and voice change but that one is not working please do some thing other wise there is no use for your app in my phone,0.24375,0.54375,49
"i love this app, but recently the filters aren't working",0.25,0.425,49
good app but my filters dont work properly,0.35,0.35000000000000003,49
i really love this app but when the filters says voice changer i take a video and it doesn't change my voice and yes i resetted my phone but it still didn't work but it might just be me,0.5,0.6,49
it was very good for a long time for me but now the voice change filters are not working i really really like those,0.3533333333333333,0.46,49
"i just love the filter and the feature of snapchat but when i'm updated the latest version of snapchat, the voice changer is not functioning",0.5,0.75,49
lately snapchat hasn't been letting me be able to use my filters but altogether this is a good app just fix it filters plz,0.3,0.6083333333333334,49
need more cute pics but great job,0.6,0.75,50
wish they had more options for face changes,0.5,0.5,50
"keep up the ""good"" ""work""",0.7,0.6000000000000001,51
good job and you deserve it,0.7,0.6000000000000001,51
service is superb i liked this aap every creation i liked,0.7333333333333334,0.8666666666666667,52
i love it it is everything your looking for,0.5,0.6,52
its nice to try each fillter each day,0.6,1.0,52
that was my favorite and i used it the most,0.5,0.75,52
i'm gonna add an extra star only because messaging and the filters are great,0.26666666666666666,0.6166666666666667,53
the filters are cute and i like the messaging setup but the only thing im worrued about is how kuch storage it takes up on my phone,0.25,1.0,53
(space isnt a problem but this is a social media app not a gaming app theres no reason for it to be the 2nd biggest app on my phone!🙄) i do love the new filters and the story ideas are awesome,0.3339393939393939,0.4242424242424242,53
"taking fun pics, being able to chat with friends ,videos etc",0.4,0.4125,54
it is so fun to send funny videos to my friends,0.275,0.6,54
"it's an ausom application that allows you to communicate with others and to have some funny and nice days with a funny , cute ,nice photos and videos",0.44000000000000006,1.0,54
it is so fun you can chat with friends and send funny pictures,0.275,0.6,54
"i love this app, sending snaps to my friends and funny and hilarious lenses",0.4166666666666667,0.8666666666666667,54
"also, there's now a shutter sound every time you take a photo and i can't turn it off",0.4,0.4,55
i can't find a way to disable the sound without disabling notifications altogether,0.4,0.4,55
amazing filters but some story's take a while to load,0.6000000000000001,0.9,56
since filter are good but ut consume more data,0.6,0.55,56
its my favorite app,0.5,1.0,57
i typically love this app,0.5,0.6,57
and whenever i use this app i really enjoyed,0.5,0.7,57
i really liked this app ,0.6,0.8,57
"to start off, i love using this app",0.5,0.6,57
was my favorite app,0.5,1.0,57
a good app i love it cause it makes me beautiful 🌺🌺🌺🌸🌸🏃😘😘😘😘😘😘💯💯💯💯💯💯💯💯💋💋💋💋💋👍👍👍👍👍,0.6833333333333332,0.7333333333333334,57
i love this app very much and their are so many effects also,0.42,0.4533333333333333,57
i love this app for many reasons,0.5,0.55,57
great app love to use it,0.65,0.675,57
i like this app very much,0.26,0.26,57
"i love this app, it is so much fun",0.4,0.4,57
"it's amazing! this app is amazing because their are some people in the world who don't have phones but, with snapchat you can chat, facetime, and even call your friends and family! i rate 5 stars",0.7500000000000001,0.9,58
"i can play hearthstone just fine on my phone, but i load up snapchat, swipe to friends, and the whole app turns to about 15 frames and if i'm lucky, it won't completely freeze my whole phone",0.25,0.5066666666666666,58
it's a really good way to facetime people,0.7,0.6000000000000001,59
but it's so popular you probably already know that,0.6,0.9,59
"good overall, but only because so many people are using it and you have to get it just to message people",0.3,0.525,59
i cant find any of the good filters its like they've been deleted,0.7,0.6000000000000001,60
"what you guys have done to this update really makes me wonder, and i think it's best i stay away for a while!",0.6,0.25,60
"it rarely even works anymore, stuff just buffers forever and then tells you ""error, could not load content",0.3,0.9,60
it's amazing give more style for pics,0.55,0.7,61
make use of the ultrawide and telephoto lens and give us the quality thats available,0.4,0.4,61
acess to good quality front camera photos,0.7,0.6000000000000001,61
oofie i love it it helps me to see how far i am to a friend parent or sibling and the effects 🤩 🤯 those are the ones i love about the app there are more thant 10 every ,0.4,0.675,62
i like this app bc the funny stuff on it and i can take pichers whith my niece or nephew so yes i like this app,0.25,1.0,62
hope u guys enjoy this app as much as i did thx,0.30000000000000004,0.35,62
everything else is working fine but the streaks are messing it up,0.4166666666666667,0.5,63
i can't see any of the messeges i get and it's like no one has added me when i have a large ammount of streaks,0.21428571428571427,0.42857142857142855,63
it is super fun i can talk to my friends and do fuuny things,0.31666666666666665,0.43333333333333335,64
"i love it, i can chat with friends and more",0.5,0.55,64
its so cool i love it i can talk to my friends so much,0.35000000000000003,0.48333333333333334,64
i love it can talk to friends and have fun,0.4,0.4,64
it helped me talk with my friends more often and talk to new people,0.3181818181818182,0.4772727272727273,64
its so good because i can contact my friends from anywhere,0.7,0.6000000000000001,64
a good way to find new friends and chat with people,0.41818181818181815,0.5272727272727273,64
"it's great for sending pictures, snapping people the video calling is a bit glitch but other than that it's a really good app definitely recommend giving it a try :)",0.375,0.645,65
snapchat is a great app but what i can't understand why most of the times i'm trying to save my pictures to gallery keeps on jumping off,0.65,0.625,65
even sending cool and fun pics and videos too! i love snapchat but it dosnt install very good/: its not even working)':,0.35625,0.43750000000000006,65
i love using snapchat i find it fun with all the new updates i'm not a big fan of the new logo but i got a new phone and it's not installing and i have perfectly good wifi,0.2727272727272727,0.4090909090909091,65
kinda creepy there are trackers on here be aware i had to whipe my phone and plus it tells people were your location is😬 but besides amazing app! be sure to have fun with it,0.26,0.6477777777777778,65
"snapchat is a fun app, but the recent update made it so that sound plays for notifications even if your default notification sound is ""none""",0.275,0.3125,65
i really loved the app but nowadays there are so many bugs we're facing like it doesn't notify you who has taken *screenshot* of your snap or story,0.6,0.65,65
ok snapchat is a great app for sending photo video messages to friends but there's just one fatal flaw,0.65,0.625,65
"i like it because i can talk to my friends and family and because i can call them, face time them, text them, and i can do funny faces and cute ones",0.375,1.0,66
its ok you can text tour friends and have snaps its awesome!!!,0.75,0.75,66
ita fun i can text my friends anytime i want it jus great,0.55,0.475,66
i love how you can get your friends and family to text you,0.5,0.6,66
it is a good 4 in a half star i am on this app alot i love to be able to text friend from any where,0.3833333333333333,0.4979166666666667,66
time to time i am neither able to send streak nor view it,0.5,0.625,67
so it's pretty much stories from ig but you can't save anything,0.225,0.6,67
i have not put them on custom still they cant able to see my stories,0.5,0.625,67
"it's a good social media app, i don't have the music sticker for some reason though",0.36666666666666664,0.33333333333333337,68
would be a cool app but basically doesnt work with cricket wireless,0.35,0.65,68
this app used to be really great back in the day,0.4,0.375,69
the app is great have enjoyed it till most recently,0.45,0.55,69
used to really enjoy this app until the most recent update,0.3,0.4166666666666667,69
the app is usually pretty fun though,0.275,0.6,69
my favorite social site and please update more filters,0.3444444444444444,0.5222222222222223,70
"it is my favorite social media app, but i think it uses alot of data and batterie",0.26666666666666666,0.5333333333333333,70
my phone camera app takes pictures just as fast as snapchat but at much higher quality,0.225,0.55,71
best app and picture comes out much nicer,0.6,0.25,71
my camera on this phone is great,0.8,0.75,71
its a wonderful app that gives u quality pictures,1.0,1.0,71
the photo and video features are far superior on ios,0.39999999999999997,0.95,71
the app consistently crashes a good 90% of the time,0.475,0.42500000000000004,72
after the last update the app has become more unstable,0.25,0.2833333333333333,72
"the app hangs and after every month it doesn't work good, gives error and stops working",0.7,0.6000000000000001,72
"the more you update the app, the more it crashes",0.5,0.5,72
it very good but i want snap with time and date with that colourful background,0.9099999999999999,0.7800000000000001,73
nd more people will attract towards it,0.5,0.5,73
love it and so easy to use dont regert getting it!,0.5208333333333334,0.7166666666666667,74
but it is very fun and easy to use,0.4116666666666667,0.5466666666666666,74
"super easy, super fun",0.35,0.5916666666666667,74
i have to say it's fun and easy,0.3666666666666667,0.5166666666666667,74
"love it , funny and easy to use",0.39444444444444443,0.8111111111111112,74
easy fast and fun,0.3111111111111111,0.5444444444444444,74
snapchart is great and awesome,0.9,0.875,75
"this snapchat is so awesome and cool, i like it very much",0.5366666666666667,0.6366666666666666,75
it's fun clicking photos on snapchat,0.3,0.2,75
this feature was awesome and good characteristic of snapchat,0.5444444444444444,0.688888888888889,75
i enjoy using snapchat,0.4,0.5,75
"when it is functional, snapchat is a lot of fun to use",0.3,0.2,75
the transition from whatsapp to snapchat just made my life easier and more fun ,0.4,0.35,75
it is awesome app to click photos i really liked this app,0.8,0.9,75
superb app i really like it snapchat it easy to use and make superb pic,0.6583333333333333,0.7583333333333333,75
snapchat app is great,0.8,0.75,75
"i don't always like the more popular ones, and there's some that i would really like to use but can't because i dont want to waste time scrolling through all of the filters",0.275,0.39999999999999997,76
it take too time to download the filters nd snaps but my network is very fast the problem is in the application makr sure,0.38,0.8344444444444444,76
sometimes the filters take quite long to load despite having a good internet connection,0.32499999999999996,0.5,76
this app makes me upset all beautiful filter have gone please reload that heratcrown filter 🙏,0.85,1.0,77
"i highly dislike the right side of snapchat, talking about the screen where the stories are located at and the discover stories as well",0.22285714285714286,0.5378571428571428,77
accurately synced memories 2: bounce feature on video snaps 3,0.4000000000000001,0.6333333333333334,78
you should be able to have the bounce effect in androids too,0.5,0.625,78
"app is great, but as of today i can't add anything to my story or see locations",0.8,0.75,79
there is both not an update available as well as there being no reason that iphones should be able to send a message an android can't receive,0.45,0.5125,79
"also doesn't have many many features that are included with apple iphones such as 3d selfies, private story settings and many more",0.3333333333333333,0.4791666666666667,79
i love the app but when i get mentioned it won't let me see there story,0.5,0.6,79
"its pretty good, i hope this update fixed that message glitch",0.35000000000000003,0.6,80
please help for this bug nd give better update,0.5,0.5,80
sooooo glad that this last update offered better bug fixes and improvement!! fix the voice filters please!!,0.5,0.5222222222222223,80
great apps! find the other bugs and if you some of them fix it!,0.421875,0.5625,80
snapchat is excellent but bitmoji games is not working on my phone,1.0,1.0,81
i do love this app but right now it doesn't let take pictures and it tell me that i cant take pictures anymore so snapchat can you guys fix it plzzzzzz,0.39285714285714285,0.5678571428571428,81
everything is perfect but snapchat video is not supported in my phone,1.0,1.0,81
everything is nice in snapchat the only thing is it doesnt allow me to play games it says the phone im using games cant work pls fix,0.3,1.0,81
i love snapchat but now it will not let me send any of my snapchats or messages,0.5,0.6,81
i love snapchat but just since the new update it's not wanting to send any of my messages and i dont know what to do i've uninstalled the app an everything but still nothing,0.3181818181818182,0.5272727272727272,81
however many frames & whatever servers you guys are using are frying my phone & i know i am not the only one who agrees on this,0.25,0.75,82
i'm still experiencing messages popping up almost all the way at the top of my conversations,0.5,0.5,82
"snapchat used to be great, now it is garbage",0.8,0.75,83
"i love snap chat it is the best , but the thing i hate about it , it uses mb /gb",0.2333333333333333,0.6,83
the camera quality is seriously the best in this phone but on snapchat it all goes to the bin,0.33333333333333337,0.4833333333333333,83
very nice app this app was very interesting because chatting is so different for other apps and i saw all people story her app imojy is so different all types emoji is there,0.261,0.645,84
it's a fun app to talk to friends and family but snapchat needs a new theme all the way around,0.21818181818181817,0.32727272727272727,84
snapchat is a great platform to use and socialise but this patch of change the icon of the app need to readjust,0.8,0.75,84
this maybe the best social media app i love it the groups even the bit emoji are cute with the new update for the android users it looks even better😍🔥,0.4339393939393939,0.4842424242424242,85
"it was so amazing,nice camera,nice emoji and easy to invite my friends and sister to join",0.43333333333333335,0.8333333333333334,85
i love this app it helps me get new friends and take really pretty pics,0.29545454545454547,0.6848484848484849,85
i love this app you can take cute pictures and see what your friends and family are doing,0.5,0.8,85
omg! this app was recommended to me by my bestie and she was totally right! ❤️ i am in love with this amazing communication app! thanks for making it!!!,0.4994419642857143,0.5589285714285714,85
i love this app so much you can text your friends and it has really cute filters😍,0.39999999999999997,0.6,85
i love contacting friends and taking photos so i highly recomend for people to get this app it is a really nice app sooo download and see how you feel about it,0.42,0.7133333333333333,85
this app is sooooo good i talk to all my friends and send cute and funny pics u should get this app,0.48333333333333334,0.8666666666666667,85
"i have great time using this app, but there is a big problem that i can't fix",0.4,0.425,86
this app is wow💕 but it needs a lot of storage sometimes it stucks and sometimes we don't understand how the streak broke💔 but i love it 🔥,0.5,0.6,86
this app is used by so many can't it get fixed,0.3,0.35,86
the app is good but the thing that irritates me is that i can't play have of the bitmoji games! 🙄,0.875,0.6000000000000001,86
"if i worked at snapchat, id correct this huge problem",0.4000000000000001,0.9,87
snapchat better fix this,0.5,0.5,87
"please do whatever you have to do to fix this, snapchat, because this app is what i use mostly to communicate!",0.625,0.5,87
other than normally snapchat is pretty good,0.24375,0.65625,88
i am not fully satisfied by the snapchat,0.5,1.0,88
go back to when snapchat was actually good,0.35,0.30000000000000004,88
do i love the purpose it serves? absolutely,0.35,0.75,89
am i satisfied with the service im getting? hell no,0.5,1.0,89
a couple of glitches with streaks but other than it's an amazing app to socialize with friends,0.23750000000000004,0.6375,90
it is an amazing app not bad and it is amazing 2 become tight with friends,0.34285714285714286,0.6880952380952381,90
it's so amazing you can even play games with your friends,0.6000000000000001,0.9,90
its good to chat with friends but it glitches sometimes,0.7,0.6000000000000001,90
it's a really fun app but is felt difficulty in making and finding friends,0.3,0.2,90
i've had snap for a good 3 years everything that i had saved and backed up is gone,0.7,0.6000000000000001,91
"had this app for at least 3 years, and it's the most app i go on, on most of my time",0.2333333333333333,0.4666666666666666,91
love it it has the best filters and games i use it everyday to capture funnymoments or memories ,0.43333333333333335,0.5,92
